Date,All,ACT,NSW,NRT,QSL,SA,TAS,VIC,WA,Other
2004-03-20,47,0,17,0,15,2,0,0,13,0
2004-03-23,190,0,31,10,11,46,3,27,62,0
2004-03-22,281,0,27,13,17,30,65,40,89,0
2004-03-29,276,0,50,2,43,0,1,0,180,0
2004-03-28,74,0,36,9,17,0,8,1,3,0
2007-11-30,1238,0,2,238,174,147,0,1,676,0
2008-05-01,444,0,12,114,29,11,0,11,267,0
2008-05-03,602,0,28,157,49,0,2,1,365,0
2008-05-02,608,0,17,173,33,8,6,2,369,0
2008-05-05,799,0,52,205,35,5,11,6,485,0
2008-05-04,1099,0,28,459,37,15,0,34,526,0
2008-05-07,781,0,56,329,108,1,0,0,287,0
2008-05-06,1375,0,31,580,34,5,0,4,721,0
2008-05-09,706,0,41,173,24,31,4,15,418,0
2008-05-08,945,5,109,441,48,3,6,16,317,0
2009-11-09,1023,0,5,274,420,0,3,8,313,0
2009-11-08,1137,0,8,491,110,3,5,11,509,0
2014-07-28,397,0,50,161,137,1,2,2,44,0
2014-07-29,494,0,55,186,192,1,0,1,59,0
2009-11-01,1155,0,15,305,338,0,0,1,496,0
2014-07-27,281,0,27,50,160,0,0,0,44,0
2014-07-24,606,0,11,509,48,2,0,0,36,0
2014-07-25,233,0,26,32,136,0,0,0,39,0
2009-11-05,1935,0,3,900,771,4,6,4,247,0
2014-07-23,364,0,17,116,188,0,0,0,43,0
2009-11-07,1167,0,20,453,342,2,4,15,331,0
2009-11-06,1212,0,8,384,298,2,1,9,510,0
2002-07-29,542,0,21,328,51,0,0,0,142,0
2002-07-28,1000,0,34,559,57,1,0,0,349,0
2002-07-27,1256,0,66,761,127,3,1,6,292,0
2002-07-26,874,0,70,414,199,3,0,3,185,0
2002-07-25,1051,0,71,563,135,9,1,1,271,0
2002-07-24,795,0,74,376,135,17,4,0,189,0
2002-07-23,819,0,72,400,79,10,0,0,258,0
2002-07-22,696,0,47,315,122,1,0,0,211,0
2002-07-21,1034,0,60,640,118,5,0,1,210,0
2002-07-20,722,0,27,513,47,1,0,0,134,0
2013-01-29,484,0,3,29,394,4,0,0,54,0
2013-01-28,174,0,4,28,67,1,1,2,71,0
2013-01-23,309,0,14,7,149,17,0,66,56,0
2013-01-22,342,0,44,0,203,36,0,32,27,0
2013-01-21,309,0,35,0,159,8,0,73,34,0
2013-01-20,253,0,57,3,86,40,0,44,23,0
2013-01-27,155,0,13,3,38,15,0,23,63,0
2013-01-26,135,0,9,8,16,11,0,0,91,0
2013-01-25,125,0,16,23,10,5,0,5,66,0
2013-01-24,155,0,54,6,3,16,0,54,22,0
2007-02-08,77,0,7,4,35,0,0,0,31,0
2016-10-19,549,0,30,101,202,1,1,1,213,0
2016-10-18,540,0,30,14,387,0,0,0,109,0
2016-10-15,1067,0,27,132,224,0,0,3,681,0
2016-10-14,880,0,27,222,186,0,6,2,437,0
2016-10-17,708,0,2,80,157,0,0,2,467,0
2016-10-16,771,0,34,101,373,0,0,0,263,0
2016-10-11,970,0,29,60,735,0,0,0,146,0
2016-10-10,810,0,25,37,293,2,0,0,453,0
2016-10-13,1041,0,20,144,583,4,0,3,287,0
2016-10-12,1232,0,22,363,379,0,0,0,468,0
2012-03-31,312,0,56,26,24,2,0,44,160,0
2012-03-30,575,0,45,10,14,38,16,160,292,0
2001-04-21,252,0,1,144,29,0,4,1,73,0
2001-04-20,225,0,30,16,71,15,13,0,80,0
2001-04-23,276,0,0,167,61,5,1,0,42,0
2001-04-22,273,0,6,51,26,0,0,0,190,0
2001-04-25,281,0,1,121,64,0,8,0,87,0
2001-04-24,462,0,16,134,47,7,3,4,251,0
2016-05-19,813,2,160,449,19,25,0,0,158,0
2016-05-18,406,0,48,69,111,26,0,5,147,0
2016-05-17,633,0,81,271,70,54,0,11,146,0
2001-04-28,365,0,5,296,2,0,0,0,62,0
2016-05-15,336,0,78,94,18,27,0,12,107,0
2016-05-14,548,0,74,228,139,2,2,41,62,0
2016-05-13,442,0,53,86,103,18,0,3,179,0
2016-05-12,606,0,31,233,40,4,0,2,296,0
2016-05-11,191,0,36,24,56,1,0,0,74,0
2016-05-10,140,0,4,19,13,21,0,3,80,0
2011-11-28,1059,0,8,97,698,16,0,0,240,0
2014-12-31,114,0,3,4,61,1,0,0,45,0
2014-12-30,206,0,3,1,102,7,0,2,91,0
2015-09-29,892,0,46,279,106,7,1,9,444,0
2015-09-28,915,0,61,241,323,1,0,3,286,0
2015-09-25,951,0,44,313,370,4,7,6,207,0
2015-09-24,1044,0,58,317,325,0,3,4,337,0
2005-10-31,1038,0,5,105,661,1,0,1,265,0
2015-09-26,812,0,29,441,163,3,8,4,164,0
2015-09-21,795,0,12,514,132,1,0,0,136,0
2015-09-20,853,0,26,574,85,1,0,22,145,0
2015-09-23,1123,0,43,196,656,7,0,8,213,0
2015-09-22,1230,0,51,558,191,8,2,3,417,0
2002-09-25,2208,0,215,880,835,14,0,1,263,0
2002-09-24,2578,0,76,1080,1153,24,0,0,245,0
2002-09-27,1724,0,119,1101,302,9,1,1,191,0
2002-09-26,1890,0,137,805,792,25,0,0,131,0
2002-09-21,1256,0,76,484,509,8,0,0,179,0
2002-09-20,1299,0,54,788,246,63,0,10,138,0
2002-09-23,1832,0,45,948,512,12,14,4,297,0
2002-09-22,1753,0,30,1055,370,25,4,1,268,0
2002-09-29,1592,0,109,992,244,6,0,0,241,0
2002-09-28,1061,0,173,272,445,10,0,0,161,0
2012-07-31,1127,0,49,755,148,2,0,0,173,0
2012-07-30,845,0,42,411,142,0,0,0,250,0
2006-04-04,201,2,41,3,33,58,2,19,43,0
2006-04-05,153,0,115,0,0,1,0,0,37,0
2006-04-06,288,0,80,1,1,0,0,0,206,0
2006-04-07,284,0,69,2,14,2,0,0,197,0
2006-04-01,81,0,38,0,27,0,2,1,13,0
2006-04-02,118,0,26,1,58,0,0,8,25,0
2006-04-03,184,0,132,0,40,0,1,6,5,0
2006-04-08,432,0,100,0,27,3,5,4,293,0
2006-04-09,198,0,75,6,30,32,1,24,30,0
2012-11-02,3239,0,77,447,1168,2,0,5,1540,0
2016-01-19,192,0,25,30,50,0,37,1,49,0
2016-01-18,163,0,1,31,45,0,46,1,39,0
2010-09-28,387,0,12,180,69,0,0,0,126,0
2010-09-29,574,0,17,164,86,0,0,2,305,0
2010-09-24,189,0,10,54,35,0,0,2,88,0
2016-01-12,240,0,14,13,76,2,0,3,132,0
2016-01-11,281,0,8,78,58,1,1,0,135,0
2010-09-27,176,0,18,24,86,1,0,1,46,0
2016-01-17,207,0,19,37,23,0,50,2,76,0
2010-09-21,270,0,16,96,28,0,6,0,124,0
2016-01-15,166,0,16,26,45,3,43,0,33,0
2016-01-14,166,0,42,11,47,4,17,0,45,0
2017-03-09,194,0,89,0,13,11,7,3,71,0
2008-01-05,207,0,0,46,45,0,0,0,116,0
2008-01-04,123,0,0,24,29,1,1,17,51,0
2008-01-07,268,0,3,1,20,0,2,0,242,0
2017-03-08,198,0,62,1,15,29,0,4,87,0
2008-01-01,47,0,4,17,16,0,0,4,6,0
2008-01-03,218,0,4,50,111,1,1,2,49,0
2008-01-02,205,0,5,29,130,1,1,13,26,0
2008-01-09,701,0,2,4,5,3,0,1,686,0
2008-01-08,519,0,0,7,13,0,5,1,493,0
2013-06-17,594,0,11,422,21,3,0,0,137,0
2013-06-16,445,0,11,341,23,1,0,0,69,0
2013-06-15,431,0,1,253,36,4,0,0,137,0
2013-06-14,480,0,1,362,36,0,0,0,81,0
2013-06-13,450,0,1,165,29,0,0,0,255,0
2013-06-12,417,0,1,209,23,0,0,0,184,0
2013-06-11,188,0,24,87,16,0,0,3,58,0
2013-06-10,203,0,11,47,11,6,0,16,112,0
2017-03-07,160,0,45,0,3,7,6,5,94,0
2013-06-19,212,0,10,108,11,0,0,8,75,0
2017-03-06,137,0,79,3,22,6,1,5,21,0
2003-07-08,356,0,1,223,29,3,0,0,100,0
2003-07-09,136,0,9,37,32,0,0,0,58,0
2003-07-01,250,0,2,111,19,0,0,1,117,0
2003-07-02,149,0,1,20,46,3,2,2,75,0
2003-07-03,182,0,10,79,37,2,2,0,52,0
2003-07-04,185,0,12,38,107,4,0,0,24,0
2003-07-05,297,0,26,145,87,3,0,0,36,0
2003-07-06,254,0,15,93,55,3,0,2,86,0
2003-07-07,189,0,10,66,46,0,1,1,65,0
2001-08-09,1104,0,24,776,117,2,0,0,185,0
2001-08-08,520,0,2,229,168,4,0,0,117,0
2001-08-07,604,0,15,395,59,2,0,2,131,0
2001-08-06,509,0,2,320,103,4,0,0,80,0
2001-08-05,508,0,12,276,39,0,0,0,181,0
2001-08-04,667,0,0,548,47,3,0,0,69,0
2001-08-03,536,0,6,136,137,0,0,0,257,0
2001-08-02,1250,0,9,1009,37,2,0,0,193,0
2001-08-01,487,0,2,264,96,3,0,1,121,0
2011-11-27,973,0,1,90,591,1,0,1,289,0
2004-07-03,443,0,13,211,46,6,0,5,162,0
2004-07-02,381,0,52,139,78,3,0,1,108,0
2004-07-01,538,0,72,188,126,1,0,0,151,0
2004-07-07,768,0,42,508,137,2,0,2,77,0
2004-07-06,487,0,62,171,160,0,1,0,93,0
2004-07-05,449,0,55,188,56,1,3,0,146,0
2004-07-04,450,0,34,101,182,2,0,5,126,0
2004-07-09,538,0,21,297,131,2,0,0,87,0
2004-07-08,587,0,50,275,145,0,0,0,117,0
2006-12-09,1731,0,49,215,67,81,41,900,378,0
2006-12-08,1347,0,143,226,77,25,45,381,450,0
2006-12-07,1094,0,101,118,91,11,13,410,350,0
2006-12-06,2243,0,41,650,328,41,11,911,261,0
2006-12-05,1862,0,94,237,544,41,53,586,307,0
2006-12-04,1918,0,62,722,418,9,6,331,370,0
2006-12-03,1746,0,52,556,462,24,0,151,501,0
2006-12-02,2134,0,58,655,320,24,0,265,812,0
2006-12-01,2121,0,42,352,797,40,7,7,876,0
2006-03-11,111,0,29,0,75,0,1,0,6,0
2003-08-12,170,0,23,10,133,0,0,0,4,0
2003-08-13,166,0,15,25,112,0,0,0,14,0
2003-08-10,225,0,55,52,84,0,0,3,31,0
2003-08-11,125,0,4,82,30,0,0,0,9,0
2003-08-16,127,0,10,43,46,1,0,0,27,0
2003-08-17,197,0,7,101,75,0,0,0,14,0
2003-08-14,199,0,21,38,107,0,0,0,33,0
2003-08-15,186,0,11,64,82,0,0,0,29,0
2003-08-18,284,0,9,130,69,0,0,0,76,0
2003-08-19,391,0,51,84,201,1,2,3,49,0
2017-06-30,908,0,18,765,25,1,0,4,95,0
2011-08-31,2757,0,20,1659,414,2,0,1,661,0
2011-08-30,2651,0,35,1898,270,13,0,1,434,0
2017-11-17,745,0,5,54,177,1,1,0,507,0
2017-11-16,600,0,7,75,133,0,5,0,380,0
2017-11-15,779,0,7,37,339,0,0,0,396,0
2017-11-14,465,0,12,35,108,0,2,6,302,0
2017-11-13,574,0,3,20,167,2,7,6,369,0
2017-11-12,1195,0,4,67,276,0,2,12,834,0
2017-11-11,1442,0,18,215,356,3,4,9,837,0
2017-11-10,1498,0,9,320,211,0,0,0,958,0
2017-11-19,946,0,1,81,510,4,5,2,343,0
2017-11-18,898,0,4,103,346,1,0,0,444,0
2004-03-09,102,0,24,6,44,1,2,0,25,0
2004-03-08,90,0,45,12,16,2,1,2,12,0
2004-03-07,35,0,3,8,12,2,0,0,10,0
2004-03-06,29,0,0,0,4,0,0,2,23,0
2004-03-05,60,0,44,1,8,0,3,0,4,0
2004-03-04,125,0,38,0,30,27,0,5,25,0
2004-03-03,84,0,61,0,17,3,0,0,3,0
2004-03-02,118,0,57,2,48,0,0,2,9,0
2004-03-01,160,0,64,45,15,15,0,6,15,0
2007-11-18,1036,0,8,145,65,3,6,66,743,0
2007-11-19,1348,0,19,116,104,4,24,18,1063,0
2007-11-10,1215,0,1,586,337,2,7,4,278,0
2007-11-11,1157,0,2,574,398,0,4,1,178,0
2007-11-12,909,0,19,475,49,3,3,7,353,0
2007-11-13,727,0,25,96,190,5,1,0,410,0
2007-11-14,1234,0,10,193,153,18,6,2,852,0
2007-11-15,1233,0,16,83,239,10,0,13,872,0
2007-11-16,920,0,6,148,208,1,1,5,551,0
2007-11-17,1113,0,3,148,83,0,2,1,876,0
2003-04-18,136,0,16,50,6,1,6,22,35,0
2003-04-19,236,0,28,80,35,14,6,29,44,0
2003-04-16,357,0,73,77,13,10,3,4,177,0
2003-04-17,178,0,26,35,16,23,5,9,64,0
2003-04-14,225,0,7,83,12,1,0,3,119,0
2003-04-15,152,0,21,41,28,0,0,2,60,0
2003-04-12,109,0,16,24,37,2,0,15,15,0
2003-04-13,79,0,0,55,11,0,0,0,13,0
2003-04-10,177,0,34,9,7,34,14,55,24,0
2003-04-11,71,0,2,12,23,9,0,0,25,0
2007-01-19,94,0,24,1,58,0,0,0,11,0
2007-01-18,53,0,13,1,36,0,0,0,3,0
2007-01-11,1004,0,25,0,60,6,36,856,21,0
2007-01-10,695,0,14,4,74,16,4,561,22,0
2007-01-13,704,0,345,1,43,1,0,282,32,0
2007-01-12,437,0,31,5,71,0,6,318,6,0
2007-01-15,360,0,57,0,42,0,0,256,5,0
2007-01-14,716,0,176,5,18,1,0,502,14,0
2007-01-17,64,0,9,1,45,0,0,0,9,0
2007-01-16,301,0,68,1,21,1,0,203,7,0
2008-05-29,773,0,50,359,17,17,0,26,304,0
2008-05-28,389,0,26,28,12,0,1,0,322,0
2008-05-23,525,0,29,215,29,0,11,1,240,0
2008-05-22,787,3,79,407,48,6,13,22,209,0
2008-05-21,529,4,39,159,86,1,14,3,223,0
2008-05-20,897,0,34,596,41,4,8,1,213,0
2008-05-27,546,0,37,329,13,2,0,4,161,0
2008-05-26,343,0,29,184,39,0,5,4,82,0
2008-05-25,455,0,19,347,11,6,0,0,72,0
2008-05-24,432,0,45,320,11,2,0,18,36,0
2015-02-19,86,0,5,22,3,0,0,2,54,0
2015-02-18,79,0,6,16,5,0,0,0,52,0
2015-02-15,106,0,5,10,20,0,0,3,68,0
2015-02-14,130,0,7,6,9,1,0,1,106,0
2015-02-17,155,0,20,23,19,0,0,0,93,0
2015-02-16,110,0,5,2,14,0,0,2,87,0
2015-02-11,174,0,9,14,31,0,0,0,120,0
2015-02-10,198,0,25,0,29,0,0,3,141,0
2015-02-13,121,0,25,18,25,0,0,0,53,0
2015-02-12,114,0,10,58,11,1,0,1,33,0
2009-11-23,1558,0,11,88,1082,0,0,0,377,0
2014-07-01,1121,0,9,838,61,0,0,0,213,0
2014-07-02,555,0,45,216,144,0,0,0,150,0
2009-11-20,2083,0,172,110,1702,2,0,0,97,0
2014-07-04,511,0,34,196,57,0,0,0,224,0
2014-07-05,696,0,17,273,239,0,0,0,167,0
2014-07-06,753,0,20,461,74,0,0,0,198,0
2014-07-07,663,0,52,221,278,0,0,0,112,0
2014-07-08,630,0,27,388,75,1,1,5,133,0
2014-07-09,494,0,60,104,249,0,0,0,81,0
2009-11-29,1570,0,72,40,1032,0,0,0,426,0
2009-11-28,738,0,45,144,202,0,0,1,346,0
2011-10-01,5683,0,0,1728,2137,209,0,0,1609,0
2004-08-06,567,0,27,366,65,0,1,0,108,0
2004-08-07,477,0,21,233,91,0,0,2,130,0
2004-08-04,440,0,17,157,97,0,0,0,169,0
2004-08-05,412,0,7,129,105,0,1,0,170,0
2004-08-02,425,0,26,259,44,1,0,0,95,0
2004-08-03,427,0,30,193,47,1,2,0,154,0
2004-08-01,541,0,7,430,36,0,0,1,67,0
2004-08-08,670,0,12,442,103,0,0,0,113,0
2004-08-09,637,0,28,282,176,0,0,0,151,0
2004-12-09,1121,0,0,583,50,0,1,0,487,0
2011-10-09,1773,0,9,750,578,77,0,0,359,0
2004-12-01,1460,0,56,96,966,5,0,1,336,0
2004-12-03,1047,0,25,194,579,0,3,2,244,0
2004-12-02,1230,0,12,170,776,7,0,0,265,0
2004-12-05,455,0,8,162,73,0,1,1,210,0
2004-12-04,502,0,1,165,136,1,0,0,199,0
2004-12-07,704,0,4,207,142,0,3,0,348,0
2004-12-06,546,0,0,118,189,3,0,0,236,0
2011-03-16,305,0,99,0,9,37,18,136,6,0
2011-03-17,517,0,164,2,3,59,7,254,28,0
2011-03-14,127,0,8,0,7,7,13,63,29,0
2011-03-15,194,0,35,0,17,56,7,62,17,0
2011-03-12,88,0,24,22,2,4,13,20,3,0
2011-03-13,37,0,20,3,2,0,3,1,8,0
2011-03-10,40,0,7,0,2,5,1,2,23,0
2011-03-11,40,0,2,0,4,10,10,9,5,0
2011-03-18,482,0,176,0,0,7,19,252,28,0
2011-03-19,490,0,99,2,0,58,3,317,11,0
2016-10-31,636,0,10,32,406,0,0,2,186,0
2016-10-30,519,0,0,75,362,1,0,1,80,0
2010-03-26,171,0,75,26,13,8,0,17,32,0
2010-03-27,107,1,50,23,7,2,1,19,4,0
2010-03-24,342,2,130,15,18,42,18,101,16,0
2010-03-25,529,1,149,1,16,51,41,223,47,0
2010-03-22,215,0,91,20,9,29,0,50,16,0
2010-03-23,294,0,89,10,2,61,6,113,13,0
2010-03-20,107,4,56,8,6,0,0,20,13,0
2010-03-21,130,0,36,24,14,29,4,2,21,0
2010-03-28,89,0,11,4,7,0,1,0,66,0
2010-03-29,191,0,4,0,10,0,2,3,172,0
2017-05-12,1005,0,67,135,44,68,0,24,667,0
2017-05-13,1309,0,60,278,8,37,1,136,789,0
2017-05-10,1822,0,310,542,30,91,8,191,650,0
2017-05-11,2250,0,95,675,48,64,3,33,1332,0
2017-05-16,1169,0,179,122,198,1,2,11,656,0
2017-05-17,927,0,204,159,50,2,3,6,503,0
2017-05-14,760,0,32,82,32,52,0,23,539,0
2017-05-15,1619,0,148,496,87,159,0,179,550,0
2017-05-18,1198,0,118,162,19,4,16,7,872,0
2017-05-19,534,0,2,111,3,4,15,0,399,0
2015-09-07,549,0,24,264,112,0,0,0,149,0
2015-09-06,985,0,2,832,36,0,0,0,115,0
2015-09-05,590,0,7,378,100,0,0,1,104,0
2015-09-04,638,0,21,381,115,0,2,0,119,0
2015-09-03,556,0,3,295,131,0,1,0,126,0
2015-09-02,619,0,11,296,159,0,0,0,153,0
2015-09-01,592,0,35,304,155,1,1,14,82,0
2016-11-12,742,0,1,104,377,0,0,0,260,0
2001-04-02,164,0,22,54,28,2,11,9,38,0
2016-11-10,704,0,3,178,310,0,0,2,211,0
2016-11-11,773,0,20,172,198,1,2,7,373,0
2016-11-16,1988,0,6,332,1122,1,1,6,520,0
2001-04-06,234,0,56,17,32,16,37,41,35,0
2015-09-09,797,0,53,330,208,0,0,0,206,0
2015-09-08,786,0,37,567,59,0,0,1,122,0
2002-09-09,685,0,40,401,88,0,0,1,155,0
2002-09-08,717,0,36,437,155,2,0,1,84,2
2002-09-07,857,0,38,615,130,0,0,0,74,0
2002-09-06,953,0,11,604,197,2,10,0,129,0
2002-09-05,752,0,40,362,216,12,0,3,119,0
2002-09-04,765,0,37,373,184,3,0,1,167,0
2002-09-03,926,0,40,373,404,10,0,0,99,0
2002-09-02,1461,0,44,1011,234,44,1,4,123,0
2002-09-01,1383,0,36,851,295,40,3,1,157,0
2008-01-29,368,0,12,1,79,0,9,0,267,0
2008-01-28,252,0,4,12,40,0,11,0,185,0
2008-01-27,244,0,2,1,12,0,0,0,229,0
2008-01-26,200,0,2,3,10,0,0,0,185,0
2008-01-25,143,0,3,1,24,0,1,1,113,0
2008-01-24,212,0,4,16,25,0,0,0,167,0
2008-01-23,191,0,4,26,14,1,0,0,146,0
2008-01-22,147,1,1,6,18,0,0,0,121,0
2008-01-21,332,0,1,5,12,0,0,0,314,0
2008-01-20,176,0,0,3,11,0,0,0,162,0
2012-05-31,707,0,34,201,0,49,0,29,394,0
2012-05-30,612,0,68,133,14,11,8,11,367,0
2009-07-02,190,0,16,68,59,0,0,0,47,0
2009-07-03,354,0,12,258,47,0,0,0,37,0
2009-07-01,569,0,13,419,45,0,0,1,91,0
2009-07-06,372,0,7,264,43,0,0,3,55,0
2009-07-07,527,0,7,401,53,0,4,10,52,0
2009-07-04,271,0,9,136,82,0,0,1,43,0
2009-07-05,504,0,0,382,48,0,2,0,72,0
2009-07-08,581,0,10,431,72,1,0,9,58,0
2009-07-09,349,0,37,175,102,1,3,7,24,0
2009-06-26,203,0,1,163,25,0,0,4,10,0
2009-06-25,200,0,15,61,73,0,0,1,50,0
2014-06-03,533,0,0,289,74,1,0,0,169,0
2009-06-24,463,0,11,372,35,0,0,0,45,0
2012-08-15,1077,0,59,392,338,0,0,1,287,0
2009-06-23,208,0,19,94,71,1,0,2,21,0
2014-06-01,419,0,5,182,21,0,0,0,211,0
2009-06-22,122,0,9,34,24,1,0,4,50,0
2009-06-21,244,0,2,143,56,0,0,0,43,0
2014-06-07,825,0,16,255,10,0,0,0,544,0
2009-06-20,324,0,4,175,77,0,0,0,68,0
2012-08-11,1319,0,21,489,509,11,0,0,289,0
2014-06-05,977,0,15,311,89,0,0,0,562,0
2014-06-04,920,0,1,447,30,1,0,2,439,0
2006-08-31,969,0,22,418,156,6,12,7,348,0
2006-08-30,1613,0,29,1077,111,2,29,13,352,0
2002-05-30,216,0,10,107,38,16,3,0,42,0
2002-05-31,524,0,9,355,32,0,3,0,125,0
2010-04-09,133,0,11,0,36,2,1,0,83,0
2010-04-08,468,0,15,21,24,24,1,21,362,0
2010-04-01,524,0,38,6,7,118,31,123,201,0
2010-04-03,152,0,26,1,6,13,0,51,55,0
2010-04-02,175,0,19,5,21,3,2,17,108,0
2010-04-05,411,0,132,2,2,5,14,138,118,0
2010-04-04,107,0,20,2,11,6,7,27,34,0
2010-04-07,231,0,0,5,21,0,2,1,202,0
2010-04-06,185,0,5,1,16,16,17,11,119,0
2013-03-30,86,0,19,0,25,28,1,0,13,0
2013-03-31,53,0,4,0,8,0,3,0,38,0
2006-03-30,266,0,3,2,19,40,16,26,160,0
2006-03-31,48,0,26,0,12,0,0,0,10,0
2012-01-17,355,0,9,157,23,0,0,0,166,0
2003-08-30,381,0,59,32,132,0,0,0,158,0
2003-08-31,328,0,27,166,51,0,0,0,84,0
2012-01-16,315,0,3,151,28,0,1,0,132,0
2009-01-20,94,0,8,0,35,1,1,1,48,0
2012-01-14,724,0,10,344,283,1,0,1,85,0
2009-01-26,70,0,4,9,1,1,7,1,47,0
2009-01-27,44,0,11,1,19,1,5,1,6,0
2017-06-13,636,0,35,218,152,4,5,10,212,0
2017-06-12,1327,0,21,650,74,4,0,0,578,0
2017-06-11,1038,1,37,579,18,2,0,4,397,0
2017-06-10,938,0,9,125,19,2,0,2,781,0
2017-06-17,499,0,6,110,80,2,0,0,301,0
2017-06-16,810,0,2,549,15,2,0,4,238,0
2017-06-15,670,0,42,261,81,0,0,3,283,0
2017-06-14,1248,0,65,795,50,9,1,9,319,0
2017-06-19,937,0,42,461,143,11,0,0,280,0
2017-06-18,578,0,26,243,83,2,0,10,214,0
2017-01-16,32,0,8,0,13,1,1,0,9,0
2017-01-17,109,0,51,1,40,8,0,0,9,0
2017-01-14,15,0,11,0,2,0,0,0,2,0
2017-01-15,10,0,2,0,5,0,0,0,3,0
2017-01-12,71,0,38,0,14,2,5,11,1,0
2017-01-13,79,0,36,0,35,2,0,0,6,0
2017-01-10,88,0,9,0,66,0,1,6,6,0
2017-01-11,64,0,17,0,31,7,0,3,6,0
2017-01-18,73,0,15,1,49,4,0,3,1,0
2017-01-19,106,0,25,2,65,0,0,10,4,0
2014-02-10,344,0,71,0,6,56,0,187,24,0
2014-02-11,349,0,137,1,17,62,0,132,0,0
2002-12-21,1300,0,65,118,272,149,1,179,516,0
2014-02-19,75,0,17,0,1,0,0,32,25,0
2003-04-30,865,1,65,179,32,0,6,9,573,0
2011-08-19,1678,0,2,1145,208,1,0,1,321,0
2011-08-18,1475,0,5,721,293,0,0,0,456,0
2011-08-17,1838,0,3,1230,128,0,0,0,477,0
2011-08-16,2290,0,39,1277,360,1,0,1,612,0
2011-08-15,1337,0,6,849,209,2,0,0,271,0
2011-08-14,1323,0,20,884,181,0,0,3,235,0
2011-08-13,1273,0,13,644,390,0,0,0,226,0
2011-08-12,1412,0,15,762,345,0,0,3,287,0
2011-08-11,1231,0,4,612,418,1,0,0,196,0
2011-08-10,2140,0,16,1605,236,0,0,0,283,0
2007-01-31,182,0,23,3,60,0,0,4,92,0
2007-01-30,233,0,24,2,35,1,6,27,138,0
2012-09-19,3061,0,7,1245,583,6,0,0,1220,0
2012-09-18,2385,1,16,1034,362,7,0,2,963,0
2012-09-17,2455,0,9,1338,265,1,0,0,842,0
2012-09-16,2051,0,51,769,375,5,0,0,851,0
2012-09-15,2260,0,51,1221,360,2,1,0,625,0
2012-09-14,1683,1,16,730,489,0,0,0,447,0
2012-09-13,1912,0,19,1000,185,1,6,0,701,0
2012-09-12,1780,0,72,577,647,0,0,2,482,0
2012-09-11,1680,0,46,765,210,7,0,13,639,0
2012-09-10,1551,0,59,726,323,2,1,2,438,0
2004-08-28,494,0,39,247,103,0,1,5,99,0
2004-08-29,547,0,10,338,76,0,1,0,122,0
2004-08-20,853,0,37,605,64,2,0,0,145,0
2004-08-21,702,0,63,373,137,1,0,5,123,0
2004-08-22,854,0,43,431,133,0,0,0,247,0
2004-08-23,650,0,60,195,195,2,0,0,198,0
2004-08-24,992,0,82,527,160,12,7,15,189,0
2004-08-25,592,0,91,156,132,7,0,5,201,0
2004-08-26,536,0,41,351,25,3,0,5,111,0
2004-08-27,686,0,43,425,96,1,0,0,121,0
2004-12-23,309,0,7,16,30,1,4,2,249,0
2004-12-22,408,0,17,36,68,0,0,0,287,0
2004-12-21,1068,0,20,87,103,0,2,6,850,0
2004-12-20,1254,0,12,175,295,0,1,0,771,0
2004-12-27,110,0,0,1,16,0,0,8,85,0
2004-12-26,304,0,2,0,8,0,0,9,285,0
2004-12-25,292,0,0,0,2,0,0,12,278,0
2004-12-24,171,0,0,6,14,0,0,7,144,0
2004-12-29,279,0,6,16,90,0,0,0,167,0
2004-12-28,175,1,3,12,35,0,0,0,124,0
2011-03-30,629,0,212,204,0,13,9,123,68,0
2011-03-31,640,0,302,33,2,102,9,148,44,0
2011-07-01,343,0,61,95,151,2,1,10,23,0
2011-07-03,418,0,19,241,112,0,0,0,46,0
2011-07-02,244,0,45,144,27,0,0,3,25,0
2011-07-05,576,0,12,406,83,0,0,0,75,0
2011-07-04,446,0,10,342,71,1,0,0,22,0
2011-07-07,827,0,20,620,124,0,0,0,63,0
2011-07-06,551,0,14,284,210,0,0,2,41,0
2011-07-09,905,0,5,726,79,0,0,0,95,0
2011-07-08,522,0,33,261,196,0,0,0,32,0
2010-03-08,78,0,2,3,3,0,0,0,70,0
2010-03-09,67,0,4,2,4,0,0,0,57,0
2010-03-01,119,0,0,0,0,0,10,0,109,0
2010-03-02,94,0,6,0,0,0,4,29,55,0
2010-03-03,160,0,19,0,0,12,2,56,71,0
2010-03-04,74,0,3,0,1,3,4,4,59,0
2010-03-05,36,0,1,2,5,3,0,0,25,0
2010-03-06,29,0,4,0,0,0,0,1,24,0
2010-03-07,55,0,1,5,4,0,0,0,45,0
2017-05-30,804,0,62,168,281,4,0,0,289,0
2017-05-31,1346,0,63,574,84,17,2,2,604,0
2016-11-30,580,0,12,91,120,3,0,0,354,0
2015-08-28,308,0,10,204,72,1,0,0,21,0
2015-08-29,191,0,11,89,80,1,0,2,8,0
2015-08-22,596,0,56,234,71,3,0,0,232,0
2015-08-23,604,0,10,321,14,0,0,1,258,0
2015-08-20,785,0,67,286,180,0,0,4,248,0
2015-08-21,613,0,19,292,39,1,0,0,262,0
2015-08-26,342,0,6,114,123,0,0,0,99,0
2015-08-27,311,0,1,96,147,0,0,0,67,0
2015-08-24,408,0,0,87,39,0,1,0,281,0
2015-08-25,480,0,6,123,124,2,4,0,221,0
2005-08-30,373,0,25,159,152,2,0,0,35,0
